-
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,528,*MOBY,45.25,A786021,,M,3Y,ON TX,,,34,,BLUE,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,529,YIN,54,A786730,,F,8Y,ON TX,,,17,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,531,*TAWNY,55,A786917,,F,3Y,,,,13,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,533,*TEDDY,43.5,A786235,,M,1Y,TX SHEET,,,29,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,604,TUCKER,43,A766135,,N,4Y,,,,101,,BLUE,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,616,REESES,47,A769605,04/11/2018,N,1Y 3M,QUARANTINE,,,11,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,623,TINY,53,A731359,08/11/2016,S,3Y,,,,20,,,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,637,*ALEX,75,A784148,,M,2Y,,,,21,,BLUE,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,640,*REVLON,58,A786007,12/30/2018,N,2Y,VS ATTN,,,17,,BLUE,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,MULTIPURP,*JONATHAN,54,A775143,10/08/2018,N,1Y 3M,,,,9,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,MULTIPURP,*WENDY,41,A785171,,F,1Y 2M,,,,44,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,MULTIPURP,*COREY,49.75,A787182,,M,1Y,,,,9,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,MULTIPURP,*BONGO,50.5,A787225,,M,4Y,,,,8,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,MULTIPURP,*HAYES,40,A787263,,M,10M,,,,7,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,OFFICE 170,LEILA,62.5,A746816,04/14/2017,S,2Y,,,,134,,BLUE,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,OFFICE 202,RIO,48,A737833,04/20/2017,N,4Y,VS ATTN,,,96,,BLUE,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,P03,*GENEVIEVE,74.25,A787336,,F,2Y,,,,6,,GREEN,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,S09,*JAXON,56,A784830,,M,1Y 8M,,,,58,,BLUE,1
AAC PLAYGROUP FOR 1/17/2019 AT  8:23:17AM,K#,Name,wt,ID,sx date,Sex,Age,Sub status,Behavior Review,BehaviorRating,Days in Shelter,do not release,Dot Color,PG2,S10,*RANDY MOSS,68,A783999,,M,2Y,,,,69,,BLUE,1
